"NoName","id","latitude","longitude","state","AUTO_UNIQUE_ID_2021-01-30_AdrianaGray_rgsample10","UpdatedReverseGeocoding","TimeTaken","TransactionId","Source","ErrorMessage","Version","ComputedStreetAddress","ComputedCity","ComputedState","ComputedZip","ComputedZipPlus4","ComputedAPN"
"956","248915","21.393311","-157.937714","HI",956,"1",1500.0487,"","AggieReverseGeocoder","",4.01,"98-548 KAONOHI ST","Aiea","HI","96701","","361455"
"957","40394","21.359112","-158.027252","HI",957,"1",703.7626,"","AggieReverseGeocoder","",4.01,"91-1193 AAWA DR","Ewa Beach","HI","96706","","514655"
"958","279051","21.366371","-157.782578","HI",958,"1",830.8791,"","AggieReverseGeocoder","",4.01,"1199 Auloa Rd","Waimanalo","HI","96734","4606","45035003"
"959","252695","21.300385","-157.858749","HI",959,"1",312.4979,"","AggieReverseGeocoder","",4.01,"690 Pohukaina St","Urban Honolulu","HI","96813","5116","21051009"
"960","90803","21.300833","-157.834091","HI",960,"1",807.5968,"","AggieReverseGeocoder","",4.01,"1226 Punahou St","Urban Honolulu","HI","96814","1019","24007001"
"961","74957","21.414333","-157.802673","HI",961,"1",1583.3811,"","AggieReverseGeocoder","",4.01,"45-538 KEAAHALA RD","Kaneohe","HI","96744","","185331"
"962","61241","21.386013","-158.147064","HI",962,"1",640.6147,"","AggieReverseGeocoder","",4.01,"87-149 HELELUA ST","Waianae","HI","96792","","491323"
"963","305858","21.327838326","-158.059121421","HI",963,"1",1421.8652,"","AggieReverseGeocoder","",4.01,"91-1689 FRANKLIN D ROOSEVELT AVE","Barbers Point N A S","HI","96707","","192182"
"964","39505","21.378029","-157.970459","HI",964,"1",4157.7601,"","AggieReverseGeocoder","",4.01,"1059 LANAKILA AVE","Pearl City","HI","96782","","568210"
"965","336836","21.278297","-157.8247965","HI",965,"1",890.6165,"","AggieReverseGeocoder","",4.01,"2370 Kuhio Ave","Urban Honolulu","HI","96815","5053","26021100"
"966","330666","21.39547987","-157.72370073","HI",966,"1",0,"","AggieReverseGeocoder","",4.01,"507 Kawailoa Rd","Waimanalo","HI","96734","3170","43010029"
"967","37476","21.268929","-157.815857","HI",967,"1",1187.5241,"","AggieReverseGeocoder","",4.01,"3851 Paki Ave","Urban Honolulu","HI","96815","4500","31043013"
"968","271982","21.311993","-157.861343","HI",968,"1",171.9134,"","AggieReverseGeocoder","",4.01,"1170 Nuuanu Ave","Urban Honolulu","HI","96817","5142","17004004"
"969","457668","21.439729384","-158.178973359","HI",969,"1",1109.4009,"","AggieReverseGeocoder","",4.01,"86-221 MOEHA ST","Waianae","HI","96792","","2902"
"970","41039","21.395491","-157.721222","HI",970,"1",875.0062,"","AggieReverseGeocoder","",4.01,"592 Kaneapu Pl","Waimanalo","HI","96734","3132","43009002"
"971","453940","21.362422239","-157.925818384","HI",971,"1",250.0162,"","AggieReverseGeocoder","",4.01,"1312 Uila St","Aiea","HI","96818","1935","99048001"
"972","70159","21.270735","-157.822098","HI",972,"1",796.8741,"","AggieReverseGeocoder","",4.01,"110 Kapahulu Ave","Urban Honolulu","HI","96815","4014","26027034"
"973","227412","21.282516","-157.701248","HI",973,"1",124.9798,"","AggieReverseGeocoder","",4.01,"386 Oomano Pl","East Honolulu","HI","96825","1843","39006029"
"974","40185","21.288538","-157.82225","HI",974,"1",296.9177,"","AggieReverseGeocoder","",4.01,"2726 Kaaha St","Urban Honolulu","HI","96826","4733","27018012"
"975","214507","21.35534122","-158.02217386","HI",975,"1",1421.8588,"","AggieReverseGeocoder","",4.01,"91-1174 HAMANA ST","Ewa Beach","HI","96706","","582739"
"976","83416","21.455233","-158.013412","HI",976,"1",93.6983,"","AggieReverseGeocoder","",4.01,"108 Mohala Pl","Mililani Town","HI","96789","3319","95048042"
"977","86338","21.269250158","-157.777299533","HI",977,"1",437.525,"","AggieReverseGeocoder","",4.01,"4925 Kahala Ave","Urban Honolulu","HI","96816","5409","35023004"
"978","158494","21.288074","-157.819885","HI",978,"1",781.3132,"","AggieReverseGeocoder","",4.01,"871 Waiaka Rd","Urban Honolulu","HI","96826","3454","27027019"
"979","338809","21.266922","-157.799057","HI",979,"1",343.7573,"","AggieReverseGeocoder","",4.01,"505  18th Ave","Urban Honolulu","HI","96816","4443","31042012"
"980","233592","21.3026447","-157.8413666","HI",980,"1",1015.7014,"","AggieReverseGeocoder","",4.01,"1242 Matlock Ave","Urban Honolulu","HI","96814","1267","24011066"
"981","255401","21.334549288","-158.062686314","HI",981,"1",1666.0891,"","AggieReverseGeocoder","",4.01,"91-1138 LANAKOI ST","Kapolei","HI","96707","","32106"
"982","63667","21.276848","-157.82341","HI",982,"1",359.4096,"","AggieReverseGeocoder","",4.01,"2426 Kuhio Ave","Urban Honolulu","HI","96815","3310","26024016"
"983","282365","21.347443","-158.034958","HI",983,"1",1078.1203,"","AggieReverseGeocoder","",4.01,"91-1301 KILIPUE ST","Ewa Beach","HI","96706","","419539"
"984","223392","21.331673","-157.852112","HI",984,"1",343.703,"","AggieReverseGeocoder","",4.01,"704 Ekekela Pl","Urban Honolulu","HI","96817","1632","18017032"
"985","35050","21.330989","-157.880452","HI",985,"1",359.365,"","AggieReverseGeocoder","",4.01,"741 Puuhale Rd","Hickam Housing","HI","96819","3308","12010104"
"986","298669","21.420877","-157.803467","HI",986,"1",1220.3201,"","AggieReverseGeocoder","",4.01,"46-47 KAM HWY","Kaneohe","HI","96744","","525318"
"987","37112","21.32634","-158.074173","HI",987,"1",62.4876,"","AggieReverseGeocoder","",4.01,"1000 Uluohia St","Ewa Gentry","HI","96707","2040","91016121"
"988","292865","21.343997177","-158.035323148","HI",988,"1",1781.3476,"","AggieReverseGeocoder","",4.01,"91-1242 ALANUI MAUKA ST","Ewa Beach","HI","96706","","172115"
"989","456965","21.290625977","-157.798384494","HI",989,"1",0,"","AggieReverseGeocoder","",4.01,"3446 Pakui St","Urban Honolulu","HI","96816","2838","33040020"
"990","257256","21.349342","-157.862091","HI",990,"1",358.0534,"","AggieReverseGeocoder","",4.01,"2360 Wilson St","Hickam Housing","HI","96819","3638","13038062"
"991","307424","21.406868","-157.990875","HI",991,"1",1946.763,"","AggieReverseGeocoder","",4.01,"94-1111 LUMIPOLU ST","Waipahu","HI","96797","","123542"
"992","114837","21.386969783","-157.942125733","HI",992,"1",1546.9026,"","AggieReverseGeocoder","",4.01,"98-99 UAO PL","Aiea","HI","96701","","48738"
"993","117175","21.28573484","-157.80294721","HI",993,"1",1531.2878,"","AggieReverseGeocoder","",4.01,"1235 8th Ave","Urban Honolulu","HI","96816","2602","33004045"
"994","67348","21.32476","-157.851669","HI",994,"1",178.8241,"","AggieReverseGeocoder","",4.01,"320 N Judd St","Urban Honolulu","HI","96817","1748","18001006"
"995","130651","21.348911","-157.853607","HI",995,"1",703.1371,"","AggieReverseGeocoder","",4.01,"3043 Nihi St","Hickam Housing","HI","96819","3846","14025018"
"996","341616","21.363424","-158.078217","HI",996,"1",1062.4641,"","AggieReverseGeocoder","",4.01,"92-6083 NEMO ST","Kapolei","HI","96707","","54172"
"997","151302","21.316711","-157.843536","HI",997,"1",1281.1923,"","AggieReverseGeocoder","",4.01,"397 Auwaiolimu St","Urban Honolulu","HI","96813","1707","22014028"
"998","286572","21.424141","-157.763367","HI",998,"1",109.421,"","AggieReverseGeocoder","",4.01,"100 Puwa Pl","Waimanalo","HI","96734","1743","44011003"
"999","88429","21.31819798","-157.87011215","HI",999,"1",171.8792,"","AggieReverseGeocoder","",4.01,"525 Alakawa St","Urban Honolulu","HI","96817","5764","15012017"
"1000","56715","21.316722","-157.798519","HI",1000,"1",312.5141,"","AggieReverseGeocoder","",4.01,"3475 Alani Dr","Urban Honolulu","HI","96822","1408","29047013"
"1001","216229","21.27993","-157.829697","HI",1001,"1",803.9866,"","AggieReverseGeocoder","",4.01,"2301 Kalakaua Ave","Urban Honolulu","HI","96815","5007","26002018"
"1002","42149","21.301096507","-157.846696975","HI",1002,"1",270.4759,"","AggieReverseGeocoder","",4.01,"1043 Young St","Urban Honolulu","HI","96814","2105","24002004"
"1003","219846","21.308184","-157.860458","HI",1003,"1",1272.4429,"","AggieReverseGeocoder","",4.01,"1066 Alakea St","Urban Honolulu","HI","96813","4507","21011001"
"1004","44747","21.350965","-157.816422","HI",1004,"1",437.5124,"","AggieReverseGeocoder","",4.01,"4121 Nuuanu Pali Dr","Urban Honolulu","HI","96817","1056","22055002"
"1005","162729","21.439607184","-158.021605517","HI",1005,"1",125.0065,"","AggieReverseGeocoder","",4.01,"295 Kilau Pl","Mililani Town","HI","96789","2383","94109018"
"1006","236740","21.307652","-157.841873","HI",1006,"1",1129.9589,"","AggieReverseGeocoder","",4.01,"1053 Wilder Ave","Urban Honolulu","HI","96822","2671","24018017"
"1007","60466","21.336693","-157.697433","HI",1007,"1",1062.4799,"","AggieReverseGeocoder","",4.01,"41-903 LAUMILO ST","Waimanalo","HI","96795","","500114"
"1008","331638","21.286139","-157.706757","HI",1008,"1",640.9599,"","AggieReverseGeocoder","",4.01,"379 Ainahou St","East Honolulu","HI","96825","1510","39068125"
"1009","293806","21.34806128","-157.91468019","HI",1009,"1",312.5494,"","AggieReverseGeocoder","",4.01,"932 Ala Kapua St","Aiea","HI","96818","2335","11054096"
"1010","303190","21.31337898","-157.808863989","HI",1010,"1",312.5221,"","AggieReverseGeocoder","",4.01,"3155 Manoa Rd","Urban Honolulu","HI","96822","1228","29036003"
"1011","294239","21.388957","-158.001624","HI",1011,"1",2046.8894,"","AggieReverseGeocoder","",4.01,"94-1081 NALII ST","Waipahu","HI","96797","","412871"
"1012","490910","21.633339585","-158.070225309","HI",1012,"1",656.1786,"","AggieReverseGeocoder","",4.01,"61-205 KAM HWY","Haleiwa","HI","96712","","313399"
"1013","114019","21.343666","-158.026367","HI",1013,"1",1234.3509,"","AggieReverseGeocoder","",4.01,"91-112 PUAINA PL","Ewa Beach","HI","96706","","67296"
"1014","506028","21.397655971","-157.986190884","HI",1014,"1",171.8961,"","AggieReverseGeocoder","",4.01,"1060 Kamehameha Hwy","Aiea","HI","96782","2557","97024035"
"1015","188312","21.38698","-158.015961","HI",1015,"1",124.9876,"","AggieReverseGeocoder","",4.01,"420 Farrington Hwy","Waipahu","HI","96797","2020","94027127"
"1016","87168","21.309332","-157.817535","HI",1016,"1",1140.6351,"","AggieReverseGeocoder","",4.01,"2626 Terrace Dr","Urban Honolulu","HI","96822","1706","29015050"
"1017","336884","21.319956377","-157.802880215","HI",1017,"1",156.2584,"","AggieReverseGeocoder","",4.01,"3381 Pakanu St","Urban Honolulu","HI","96822","1345","29044078"
"1018","50976","21.326527","-157.803101","HI",1018,"1",781.2046,"","AggieReverseGeocoder","",4.01,"3609 Loulu St","Urban Honolulu","HI","96822","1122","29062022"
"1019","123355","21.34456755","-157.826507277","HI",1019,"1",703.1543,"","AggieReverseGeocoder","",4.01,"3761 Old Pali Rd","Urban Honolulu","HI","96817","1060","19004024"
"1020","48402","21.369086","-158.026195","HI",1020,"1",1093.7654,"","AggieReverseGeocoder","",4.01,"91-1037 NAHAWELE ST","Ewa Beach","HI","96706","","303238"
"1021","335325","21.36911","-158.090729","HI",1021,"1",608.2483,"","AggieReverseGeocoder","",4.01,"92-5085 LIMUKELE ST","Kapolei","HI","96707","","178157"
"1022","51155","21.317152","-157.868374","HI",1022,"1",359.3858,"","AggieReverseGeocoder","",4.01,"501 Sumner St","Urban Honolulu","HI","96817","5332","15012001"
"1023","330929","21.289396","-157.826599","HI",1023,"1",374.9954,"","AggieReverseGeocoder","",4.01,"644 Coolidge St","Urban Honolulu","HI","96826","4523","27012026"
"1024","33411","21.38973","-157.948227","HI",1024,"1",468.7813,"","AggieReverseGeocoder","",4.01,"310 Kamehameha Hwy","Waimalu","HI","96701","5313","98008002"
"1025","38579","21.348045349","-157.892608643","HI",1025,"1",281.2631,"","AggieReverseGeocoder","",4.01,"1289 Mahiole St","Hickam Housing","HI","96819","1744","11009005"
"1026","320101","21.31781","-158.021072","HI",1026,"1",1843.7559,"","AggieReverseGeocoder","",4.01,"91-1073 KAIKO ST","Ewa Beach","HI","96706","","574991"
"1027","228871","21.275229","-157.695755","HI",1027,"1",140.6242,"","AggieReverseGeocoder","",4.01,"423 Kaumakani St","East Honolulu","HI","96825","2344","39012001"
"1028","75986","21.311043","-157.811111","HI",1028,"1",359.3632,"","AggieReverseGeocoder","",4.01,"2906 Kahawai St","Urban Honolulu","HI","96822","1621","29020008"
"1029","175641","21.29332","-157.829269","HI",1029,"1",609.3862,"","AggieReverseGeocoder","",4.01,"911 Wiliwili St","Urban Honolulu","HI","96826","2787","27007025"
"1030","84725","21.366196","-157.928818","HI",1030,"1",281.2464,"","AggieReverseGeocoder","",4.01,"4510 Salt Lake Blvd","Aiea","HI","96818","3153","99076007"
"1031","53259","21.398779","-158.000992","HI",1031,"1",1453.2693,"","AggieReverseGeocoder","",4.01,"94-1362 HENOKEA ST","Waipahu","HI","96797","","32883"
"1032","194691","21.281387","-157.815475","HI",1032,"1",406.2395,"","AggieReverseGeocoder","",4.01,"723 Makaleka Ave","Urban Honolulu","HI","96816","6034","27034013"
"1033","487524","21.453262","-158.019126","HI",1033,"1",0,"","AggieReverseGeocoder","",4.01,"297 Kilau Pl","Mililani Town","HI","96789","2383","94109019"
"1034","117162","21.277264","-157.810791","HI",1034,"1",390.6326,"","AggieReverseGeocoder","",4.01,"3316 Castle St","Urban Honolulu","HI","96815","3831","31006008"
"1035","151932","21.310276089","-157.85423179","HI",1035,"1",1551.3195,"","AggieReverseGeocoder","",4.01,"1449 Punchbowl St","Urban Honolulu","HI","96813","2001","21022011"
"1036","37496","21.306757","-157.842148","HI",1036,"1",171.8639,"","AggieReverseGeocoder","",4.01,"1086 Karratti Ln","Urban Honolulu","HI","96822","3802","24018031"
"1037","131974","21.37878","-158.018997","HI",1037,"1",31.2179,"","AggieReverseGeocoder","",4.01,"300 Farrington Hwy","Waipahu","HI","96797","2042","94028029"
"1038","158508","21.298866","-157.854263","HI",1038,"1",156.2786,"","AggieReverseGeocoder","",4.01,"882 Kawaiahao St","Urban Honolulu","HI","96813","5208","21049040"
"1039","93300","21.30895","-157.826182","HI",1039,"1",0,"","AggieReverseGeocoder","",4.01,"2325 Mamane Pl","Urban Honolulu","HI","96822","2041","25005044"
"1040","306164","21.317673","-157.848633","HI",1040,"1",249.9944,"","AggieReverseGeocoder","",4.01,"1901 Lusitana St","Urban Honolulu","HI","96813","1531","22013074"
"1041","203348","21.320803865","-157.862585477","HI",1041,"1",343.7308,"","AggieReverseGeocoder","",4.01,"574 N Vineyard Blvd","Urban Honolulu","HI","96817","3833","17032025"
"1042","69865","21.303964423","-157.844298079","HI",1042,"1",1062.4988,"","AggieReverseGeocoder","",4.01,"1327 Pensacola St","Urban Honolulu","HI","96814","1144","24012016"
"1043","49460","21.317005","-157.855286","HI",1043,"1",1203.1539,"","AggieReverseGeocoder","",4.01,"1601 Nuuanu Ave","Urban Honolulu","HI","96813","3233","22001111"
"1044","65838","21.304053074","-157.819274982","HI",1044,"1",171.852,"","AggieReverseGeocoder","",4.01,"2318 Kaala St","Urban Honolulu","HI","96822","2201","29005011"
"1045","98452","21.387156505","-157.9413701","HI",1045,"1",1954.4334,"","AggieReverseGeocoder","",4.01,"98-281 KAONOHI ST","Aiea","HI","96701","","425809"
"1046","144903","21.298553","-157.754532","HI",1046,"1",453.1301,"","AggieReverseGeocoder","",4.01,"1199 Mona St","Urban Honolulu","HI","96821","1767","36021033"
"1047","64771","21.306086","-157.851608","HI",1047,"1",1093.7903,"","AggieReverseGeocoder","",4.01,"710 Lunalilo St","Urban Honolulu","HI","96813","2614","21040037"
"1048","223875","21.345581","-158.065704","HI",1048,"1",1229.7625,"","AggieReverseGeocoder","",4.01,"91-1126 WELOWELO ST","Kapolei","HI","96707","","91131"
"1049","49025","21.296621","-157.832214","HI",1049,"1",943.4423,"","AggieReverseGeocoder","",4.01,"1775 S Beretania St","Urban Honolulu","HI","96826","1126","28001055"
"1050","318511","21.26632443","-157.786978409","HI",1050,"1",390.6799,"","AggieReverseGeocoder","",4.01,"658 Hunakai St","Urban Honolulu","HI","96816","4910","35033007"
"1051","286213","21.290871","-157.853592","HI",1051,"1",312.5217,"","AggieReverseGeocoder","",4.01,"1201 Ala Moana Blvd","Urban Honolulu","HI","96814","4205","23037001"
"1052","51601","21.422705","-157.746674","HI",1052,"1",222.7419,"","AggieReverseGeocoder","",4.01,"788 Mokapu Rd","Waimanalo","HI","96734","1629","44023006"
"1053","42346","21.393202","-157.726761","HI",1053,"1",720.2911,"","AggieReverseGeocoder","",4.01,"140 Alala Rd","Waimanalo","HI","96734","3125","42055012"
"1054","110012","21.454042854","-158.004479116","HI",1054,"1",15.6191,"","AggieReverseGeocoder","",4.01,"100 Mohala Pl","Mililani Town","HI","96789","3319","95048044"
"1055","85910","21.292067","-157.810715","HI",1055,"1",1251.9094,"","AggieReverseGeocoder","",4.01,"1347 Kanewai St","Urban Honolulu","HI","96816","1717","28030009"
"1056","66249","21.270166","-157.802902","HI",1056,"1",203.1476,"","AggieReverseGeocoder","",4.01,"4303 Diamond Head Rd","Urban Honolulu","HI","96816","4421","31042009"
"1057","449769","21.295117711","-157.710927873","HI",1057,"1",328.1324,"","AggieReverseGeocoder","",4.01,"521 Pepeekeo St","East Honolulu","HI","96825","5101","39038005"
"1058","364899","21.3193395","-158.02071","HI",1058,"1",0,"","AggieReverseGeocoder","",4.01,"91-1031 KAIKO ST","Ewa Beach","HI","96706","","110318"
"1059","239832","21.387375","-157.941864","HI",1059,"1",0,"","AggieReverseGeocoder","",4.01,"98-282 KAONOHI ST","Aiea","HI","96701","","131423"
"1060","307543","21.34799647","-157.91469123","HI",1060,"1",171.9276,"","AggieReverseGeocoder","",4.01,"926 Ala Kapua St","Aiea","HI","96818","2335","11054097"
"1061","64655","21.393197418","-158.024375608","HI",1061,"1",1767.3944,"","AggieReverseGeocoder","",4.01,"94-733 KIME ST","Waipahu","HI","96797","","340959"
"1062","33128","21.417572","-157.803604","HI",1062,"1",859.406,"","AggieReverseGeocoder","",4.01,"46-129 KAHUHIPA ST","Kaneohe","HI","96744","","79643"
"1063","557536","21.44815281","-157.834071706","HI",1063,"1",1109.393,"","AggieReverseGeocoder","",4.01,"47-340 AHUIMANU RD","Kaneohe","HI","96744","","598113"
"1064","79054","21.33218","-158.032974","HI",1064,"1",1531.2486,"","AggieReverseGeocoder","",4.01,"91-1002 KAHIUKA ST","Ewa Beach","HI","96706","","132559"
"1065","275100","21.342686","-158.078522","HI",1065,"1",62.5506,"","AggieReverseGeocoder","",4.01,"590 Farrington Hwy","Ewa Gentry","HI","96707","2009","91106010"
"1066","63196","21.325882","-157.877777","HI",1066,"1",890.6344,"","AggieReverseGeocoder","",4.01,"720 Mcneill St","Urban Honolulu","HI","96817","4261","15025002"
"1067","130412","21.403362","-157.786621","HI",1067,"1",1328.3218,"","AggieReverseGeocoder","",4.01,"45-234 POPOKI PL","Kaneohe","HI","96744","","307927"
"1068","288691","21.284407204","-157.830787135","HI",1068,"1",1024.8436,"","AggieReverseGeocoder","",4.01,"423 Namahana St","Urban Honolulu","HI","96815","2157","26016052"
"1069","208195","21.306583","-157.860245","HI",1069,"1",921.9075,"","AggieReverseGeocoder","",4.01,"335 Merchant St","Urban Honolulu","HI","96813","2945","21025004"
